,Time,Headlines,Sentiment
2036,11-Apr-20,EasyJet agrees delay with Airbus on delivery of 24 new aircraft,3
2037,11-Apr-20,Hedge funds 'raking in billions' during coronavirus crisis,1
2038,11-Apr-20,UK lockdown could end 'with sector-by-sector plan' for firms,1
2039,11-Apr-20,Business live  FTSE 100 enjoys biggest weekly gain since 2009 as Fed unleashes $2.3tn stimulus – as it happened,5
2040,9-Apr-20,Manager at major UK food supplier says staff who stay at home may be sacked,1
2041,9-Apr-20,Debenhams appoints administrators and liquidates Irish chain,5
2042,9-Apr-20,Convicted fraudster says coronavirus payouts will be 'next PPI',1
2043,9-Apr-20,US unemployment rises 6.6m in a week as coronavirus takes its toll,1
2044,9-Apr-20,Covid-19 pay freezes on UK loans and credit cards start today,5
2045,9-Apr-20,Coronavirus: 100 days that changed the world  Blindsided: how coronavirus felled the global economy in 100 days,5
2046,9-Apr-20,IMF chief flags up grim global economic forecast,5
2047,9-Apr-20,Coronavirus: 100 days that changed the world  High street hardest hit as coronavirus takes toll on UK businesses,5
2048,9-Apr-20,"UK economy already flatlining before coronavirus, figures reveal",2
2049,9-Apr-20,Airbnb suspends new UK bookings until at least 18 April,1
2050,9-Apr-20,Financial regulator adds UK car loans to household support strategy,4
2051,9-Apr-20,"999 call volumes like New Year’s Eve every day, says BT executive",5
2052,9-Apr-20,Bank of England to finance UK government Covid-19 crisis spending,3
2053,9-Apr-20,Coronavirus could double number of people going hungry,2
2054,9-Apr-20,"Coronavirus could push half a billion people into poverty, Oxfam warns",1
2055,9-Apr-20,£25bn in dividends axed as UK companies hunker down,1
2056,9-Apr-20,UK's surveyors make plea for stamp duty holiday after lockdown,4
2057,9-Apr-20,Tesco defends £635m dividend payout after coronavirus tax break,1
2058,9-Apr-20,"Nils Pratley on finance  


  Rishi Sunak should take a share of blame for Tesco dividend anger",1
2059,9-Apr-20,Global trade will be vital to economic recovery from Covid-19,5
2060,8-Apr-20,Airbus reduces jet production to cope with coronavirus crisis,2
2061,8-Apr-20,"Grogonomics  


  Morrison talks of ‘snapping back’ but the economic recovery from coronavirus will be slow",2
2062,8-Apr-20,Business live  Germany heads for deep recession as EU ministers fail to agree Covid-19 rescue – as it happened,1
2063,8-Apr-20,'This is an economic crisis': why the pandemic could spell the end for British fashion,1
2064,8-Apr-20,Coronavirus jobs bailout could cost Treasury '£40bn every three months',1
2065,8-Apr-20,Business is booming for supermarkets - they don't need government handouts,3
2066,8-Apr-20,UK crime agency loses case against ex-Kazakh president's family,1
2067,8-Apr-20,"Coronavirus putting world on track for new Great Depression, says WTO",5
2068,8-Apr-20,Shame on big banks for failing to step up at a critical moment: the Covid-19 pandemic,1
2069,8-Apr-20,Heathrow workers threatened with sack if they reject 'voluntary' pay cuts,1
2070,8-Apr-20,Several UK insurers scrap plans to pay £1.3bn in dividends,1
2071,8-Apr-20,Jewish Chronicle and Jewish News to close and staff laid off,1
2072,8-Apr-20,MPs launch inquiry into potential Chinese asset stripping of UK firms,1
2073,8-Apr-20,Eurozone fails to agree deal on €540bn coronavirus rescue plan,1
2074,8-Apr-20,"Fraudsters likely to target furlough scheme, says HMRC chief",1
2075,8-Apr-20,Airlines lobby to rewrite carbon deal in light of coronavirus,1
2076,8-Apr-20,Fashion industry reels as coronavirus shuts shops and cancels orders,1
2077,8-Apr-20,Fund manager channels fees to tackle coronavirus in developing world,4
2078,8-Apr-20,"Project Syndicate economists  


  The 2008 financial crisis will be seen as a dry run for Covid-19 cataclysm",2
2079,8-Apr-20,Amsterdam to embrace 'doughnut' model to mend post-coronavirus economy,5
2080,8-Apr-20,Fears of crisis in UK car finance market as owners seek payments help,1
2081,8-Apr-20,UK business survey finds firms struggling to access emergency cash,1
2082,8-Apr-20,"Covid-19 to wipe out equivalent of 195m jobs, says UN agency",1
2083,8-Apr-20,Global investors clamour for safe haven in UK government bonds,5
2084,8-Apr-20,"Nils Pratley on finance  


  The global stock market rally feels fragile",2
2085,8-Apr-20,Business live  Wall Street jumps to four-week high on signs of slowing Covid-19 spread – as it happened,1
2086,8-Apr-20,Rail journeys at 5% of normal levels as UK stays home,3
2087,8-Apr-20,"Fast fashion speeding toward environmental disaster, report warns",4
2088,8-Apr-20,Major UK gas firms 'unlikely' to pass on wholesale price cuts,1
2089,8-Apr-20,"Cumbrian oil services firm 'ready to make 2,000 ventilators a week'",5
2090,8-Apr-20,WH Smith raises £166m to shore up finances during Covid-19 crisis,1
2091,8-Apr-20,Cineworld talks with landlords and studios to weather coronavirus,4
2092,8-Apr-20,Wellcome Trust urges firms to donate £6bn for Covid-19 research,5
2093,8-Apr-20,'Jeff Bezos values profits above safety': Amazon workers voice pandemic concern,1
2094,8-Apr-20,"Google's UK staff earned average of £234,000 in 2019",1
2095,8-Apr-20,Human rights in focus  Primark announces wage fund for garment workers,4
2096,8-Apr-20,"Project Syndicate economists  


  World must combat looming debt meltdown in developing countries",5
2097,8-Apr-20,How false claims about 5G health risks spread into the mainstream,1
2098,8-Apr-20,Global leaders urge G20 to tackle twin health and economic crises,5
2099,8-Apr-20,"Nils Pratley on finance  


  Rolls-Royce's self-reliance has given the chancellor a boost",4
2100,6-Apr-20,"Mark Barnett, a Neil Woodford protege, sacked from investment trust",1
2101,6-Apr-20,Fear and mistrust as eurozone ministers debate reconstruction,5
2102,6-Apr-20,FTSE shrugs off dire UK data as markets sense easing of Covid-19 crisis,1
2103,6-Apr-20,Asic sues investment fund Mayfair 101 for allegedly misleading advertising,1
2104,6-Apr-20,Business live  Debenhams prepares to bring in administrators as Covid-19 hits – as it happened,5
2105,6-Apr-20,Tell us: have you found a new job during the coronavirus pandemic?,3
2106,6-Apr-20,Coronavirus means a bad recession – at least – says JP Morgan boss,1
2107,6-Apr-20,"Mirror publisher to furlough almost 1,000 employees and cut pay",1
2108,6-Apr-20,New renewable energy capacity hit record levels in 2019,5
2109,6-Apr-20,EasyJet secures £600m coronavirus loan from UK Treasury and Bank,5
2110,6-Apr-20,At least 20 UK phone masts vandalised over false 5G coronavirus claims,1
2111,6-Apr-20,Debenhams to appoint administrators for second time in a year,5
2112,6-Apr-20,"VW installed 'defeat devices' to subvert emissions tests, high court finds",1
2113,6-Apr-20,New car sales in UK plunge by 44% as coronavirus bites,1
2114,6-Apr-20,Datablog  Coronavirus is revealing how broken America’s economy really is,1
2115,6-Apr-20,"UK house sales will collapse in 2020 as market goes into deep freeze, says study",1
2116,6-Apr-20,"Coronavirus lockdown to hit low-paid, young and women hardest, warns IFS",1
2117,6-Apr-20,"Market for Chinese-made masks is a madhouse, says broker",1
2118,6-Apr-20,UK fashion retailers brace for shakeup as clothing piles up in warehouses,4
2119,6-Apr-20,Rees-Mogg firm accused of cashing in on coronavirus crisis,1
2120,5-Apr-20,Households to be paid for daytime green electricity use during lockdown,3
2121,5-Apr-20,Gambling watchdog's plan to cut staff astonishes campaigners,1
2122,5-Apr-20,Channel 4 pays millions in bonuses amid coronavirus TV ad slump,1
2123,5-Apr-20,"Economics viewpoint  


  The traffic light exit strategy to free the UK from lockdown",1
2124,5-Apr-20,Calls to NHS 111 soar 400% since start of coronavirus crisis in UK,1
2125,5-Apr-20,"With children off school and gaming online, parents face shock bills",5
2126,5-Apr-20,Trust is essential in these times. But Boris Johnson is not a man to be trusted,3
2127,5-Apr-20,What do UK firms think of Sunak’s emergency Covid-19 loan scheme?,1
2128,5-Apr-20,"Hidden gems from the world of research  


  In the coronavirus jobs wipeout, the young and low earners suffer most",5
2129,5-Apr-20,"William Keegan's in my view  


  Plagues and wars alter economic policies: but not for ever",2
2130,5-Apr-20,Can Detroit's automakers solve America's ventilator crisis?,4
2131,5-Apr-20,"Business leader  


  The flaws in Sunak’s emergency loans plan suggest he isn’t Superman after all",1
2132,5-Apr-20,"To Donald Trump, coronavirus is just one more chance for a power grab",1
2133,5-Apr-20,Observer business agenda  Ventilator crisis lands Britain's manufacturers with greatest test,5
2134,5-Apr-20,Fishermen face bleak year as pandemic bites,1
2135,5-Apr-20,Sunak's virus bailout 'not enough' as the flood keeps coming,1
2136,5-Apr-20,After coronavirus: 'We can't go back to business as usual',1
2137,5-Apr-20,Sanctions are crippling Iran's fight against coronavirus,1
2138,5-Apr-20,How the Covid-19 crisis locked Airbnb out of its own homes,1
2139,5-Apr-20,L&G to pay £750m dividend despite Bank of England warning,1
2140,3-Apr-20,What is in the new Labour leader's in-tray?,1
2141,3-Apr-20,"UK retail footfall down 85% over two months, Google data reveals",1
2142,3-Apr-20,NHS faces shortfall of ventilators as manufacturers struggle,2
2143,3-Apr-20,Business live  US economy sheds jobs for first time since 2010 as coronavirus hits – as it happened,5
2144,3-Apr-20,'Why are people buying boob tubes': fashion workers' anger at owners and consumers,1
2145,3-Apr-20,Experts warn of mental health fallout from mass US unemployment,1
2146,3-Apr-20,Sainsbury's bans couples from stores but eases buying limits,3
2147,3-Apr-20,Wales to introduce 2-metre coronavirus law to protect workers,5
2148,3-Apr-20,Unemployment in US and UK 'may be worse than in Great Depression',1
2149,3-Apr-20,Debenhams prepares to file for bankruptcy,1
2150,3-Apr-20,Forget 'recession': this is a depression,1
2151,3-Apr-20,Groceries from the dry-cleaner? UK firms switch to food delivery,1
2152,3-Apr-20,Coronavirus is shining a light on the wretched universal credit system,5
2153,3-Apr-20,How is the coronavirus affecting global air traffic?,2
2154,3-Apr-20,PlayStation and Moonpig's UK sales soar amid virus crisis,2
2155,3-Apr-20,John McDonnell calls for wealth tax to pay for coronavirus measures,1
2156,3-Apr-20,Tory tycoon's spread-betting firm buoyed by Covid-19 crisis,1
2157,3-Apr-20,Booksellers struggle with lack of new stock amid Covid-19 crisis,2
2158,3-Apr-20,US jobs report: unemployment rose to 4.4% in March after February's 50-year low,1
2159,3-Apr-20,"US unemployment is up by 3,000% in just three weeks. Congress must act",1
2160,3-Apr-20,Film and TV shoots resume in China as corona restrictions ease,4
2161,3-Apr-20,How do countries differ in their response to the coronavirus economic crisis?,2
2162,3-Apr-20,Blaming Labour won't work this time – the Tories will have to own this crisis,1
2163,3-Apr-20,Dutch scheme to boost wilting flower industry takes root,5
2164,3-Apr-20,Coronavirus-hit cruise ships dock in Florida as yet more wait at sea,1
2165,3-Apr-20,"British Airways suspends more than 30,000 staff while Heathrow shuts one runway",1
2166,3-Apr-20,UK banks banned from requesting personal guarantees for loans,1
2167,3-Apr-20,Royal Mail staff 'lack sufficient protection' from coronavirus,1
2168,3-Apr-20,"130K inquiries, 1K loans: why UK government had to tweak help for small firms",1
2169,3-Apr-20,Philip Green asks for taxpayer support to prop up Arcadia,3
2170,3-Apr-20,Oil price rebounds on hopes Saudi Arabia and Russia will reach deal,4
2171,3-Apr-20,"Nils Pratley on finance  


  Schroders is right to warn on executive pay. Now it can lead by example",4
2172,3-Apr-20,Business live  Oil prices surge after Trump claims Russia and Saudi Arabia agree deal - as it happened,1
2173,3-Apr-20,Online price of cough medicine soars by 11% since UK lockdown,1
2174,3-Apr-20,Bus firms get £400m bailout to maintain services,1
2175,3-Apr-20,Zoom says engineers will focus on security and safety issues,4
2176,3-Apr-20,First batch of BrewDog hand sanitiser turned down by local hospital,1
2177,3-Apr-20,"Coronavirus support loophole leaves many UK film and TV staff without pay, say MPs",1
2178,3-Apr-20,Human rights in focus  Primark and Matalan among retailers allegedly cancelling £2.4bn orders in ‘catastrophic’ move for Bangladesh,1
2179,3-Apr-20,Businesses warned they could lose insurance on closed premises,1
2180,2-Apr-20,National Express coach services to be suspended on Sunday,1
2181,2-Apr-20,Coronavirus batters US economy as 6.65m file for unemployment last week,1
2182,2-Apr-20,US coronavirus stimulus checks: are you eligible and how much will you get?,1
2183,2-Apr-20,WeWork founder threatens to sue after Softbank scraps rescue deal,1
2184,2-Apr-20,Sainsbury's revives bicycle deliveries in central London,4
2185,2-Apr-20,British Gas braces for steep drop in revenues because of coronavirus,2
2186,2-Apr-20,Loan and credit card payments to be frozen for three months in UK,1
2187,2-Apr-20,The UK will change after coronavirus. But we have to fight to make it a change for the better,3
2188,2-Apr-20,The race to find a coronavirus treatment has one major obstacle: big pharma,4
2189,2-Apr-20,Casino company Caesars Entertainment fined record £13m,1
2190,2-Apr-20,Six in 10 UK firms have no more than three months of cash left,1
2191,2-Apr-20,Millions in UK 'could slip through virus wage safety net',1
2192,2-Apr-20,Cop26 climate talks in Glasgow postponed until 2021,1
2193,2-Apr-20,"Business live  Aviation giants 'lobby for Virgin Atlantic bailout', as markets slide - as it happened",5
