date,articles
2017-11-13,"['Elon Musk: Tesla Semi-Truck “Will Blow Your Mind Clear Out of Your Skull” - MotorTrend', 'Tesla semi truck: what we know so far - The Verge', 'Wall Street analyst rips Tesla Model 3?s fit and finish in test drive - Autoblog', ""Here's why I still don't trust Tesla Autopilot - CNBC"", ""Elon Musk Says Black Employee Filing Lawsuit Should 'Be Thick ... - The Root"", ""Smoking Weed While Your Tesla Drives On Autopilot Isn't Advisable ... - Jalopnik"", 'Likelihood And Consequences Of A Tesla Credit Downgrade ... - Seeking Alpha', '‘Choose science’: Elon Musk’s post on Ataturk kicks off debate in Turkey - Hindustan Times', ""World's First Hydrogen Powered Tesla Is Green Of A Different Sort - SlashGear""]"
2017-11-14,"['Tesla class action lawsuit alleges racism, unsafe factory conditions - CNBC', 'Tesla is a ‘Hotbed for Racist Behavior’ Says This Ex-Employee - Fortune', ""Tesla's New Semi Already Has Some Rivals - Bloomberg"", 'Video shows Comedian Lil Duval puffing on mysterious cigarette while Tesla drives itself - Fox News', '90: Tesla Model X – at the forefront of the electric revolution - The Irish Times', 'Tesla Model S P100D vs. 100D: Is it worth the extra $36k to upgrade? - TESLARATI', 'Tesla killer Fisker shoots for solid-state batteries in cars by 2023 - Mashable', 'Tesla Showdown: We got a Model 3 and compared it to a Model S ... - TESLARATI', 'Tesla Strikes and Kills UK Cyclist | Bicycling.com - Bicycling', 'Danbury Transitions: Tesla chargers - Danbury News Times', 'Natural gas company converts a Tesla Model S into a long-range ... - Quartz', 'Tesla will open a manufacturing plant in China - News Archives - China Certification – CCC mark certificate (3C) for China', 'Amnesty warns on use of child labour in cobalt mining - Financial Times', 'Tesla’s Lack Of LIDAR For Autopilot Is Legit & Provides Competitive Edge, Research Hints - CleanTechnica', 'Tesla Model 3 looks badass with aftermarket chrome delete, tint and ... - Electrek', 'Driving the new Tesla is a real electric dream ... if only we could ... - Irish Independent', 'Williams Reimagines EV Architecture With FW-EXV - MotorTrend']"
2017-11-15,"['An Elon Musk email from May is making people upset - CNN.com', 'Elon Musk Was Heartbroken Over Amber Heard in the Middle of the Tesla Model 3 Launch Event - Fortune', ""Tesla Truck Unveiling Is Tomorrow. Here's What We Know Today - Forbes"", 'What to expect from Tesla’s big electric truck reveal - TechCrunch', 'Tesla opens “Mega” Superchargers with lounge, food services, kid’s area, and pet amenity - TESLARATI', '19+ Tesla Model 3s stored in Playa Vista parking garage, destined ... - Electrek', 'Is the Competition So Scared That Teslas Now Have to Drag Race ... - autoevolution', 'Tesla is about to bring online its biggest Supercharger stations in the ... - Electrek', 'Man Smoking Weed in a Tesla Model S on Autopilot Is Not What ... - autoevolution', 'Industry giants fail to tackle child labour allegations in cobalt battery ... - Amnesty International', 'Stock market news: Closing bell, S&P 500 falls - Business Insider', 'Electric car startup claims 500 mile range and one-minute recharging possible by 2023 - GearBrain']"
2017-11-16,"['This is the Tesla Semi truck - The Verge', ""Elon Musk: Tesla Roadster a 'hardcore smackdown to gas-powered cars' - Business Insider"", ""Tesla's new semi truck has a 500 mile range - CNBC"", 'Production set for Tesla semi-truck in 2019 - CCJ', 'Photos: Elon Musk unveiled Tesla’s new electric semi truck and new roadster - Daily Breeze', 'Tesla wants to electrify big trucks, adding to its ambitions - DAWN.com', 'Tesla Opens Its 1st C-Stores - CSPDailyNews.com', 'Big Bang Theory recap: Season 11, Episode 8 - Entertainment Weekly News', 'The 25 Best Inventions of 2017: iPhone X, Tesla Model 3 - TIME']"
2017-11-17,"[""What Does Tesla's Automated Truck Mean for Truckers? - WIRED"", 'Tesla reveals semi-truck and new sports car - CNN.com', ""Tesla's electric semi truck: Elon Musk unveils his new freight vehicle - Vox.com"", ""J.B. Hunt, Wal-Mart climb aboard Tesla's electric truck - Reuters"", 'Refreshing or Revolting: 2020 Tesla Roadster - MotorTrend', 'The New Tesla Roadster Will Absolutely Crush The Original - Motor1', 'Close-up look at the Tesla Semi “Megacharger” charging port - TESLARATI', ""Laser weapons developers 'riding the wave' created by Tesla, other battery innovators - CNBC"", ""Tesla's biggest bull sees $60 billion in revenue by early next decade - CNBC"", 'These are the 11 coolest features of the Tesla Model S - CNBC', 'A custom Tesla Model S station wagon is taking shape - Autoweek', 'Wal-Mart says it’s preordered 15 of Tesla’s new electric tractor trailers - CNBC', ""Tesla's New Semi and Roadster: What to Know - TIME"", 'Head of the Class 8? With Its Semi, Tesla Promises a Trucking ... - TheTruthAboutCars', ""How Tesla's Electric Semi Truck Was Inspired by Elon Musk's ... - Road & Track"", 'Dubai travel authentication plan to enable boarding checks from ... - SecureIDNews', ""Why Tesla's New Roadster Is Such a Big Deal - Esquire"", 'Friday briefing: Tesla reveals Semi truck, ultra-fast new Roadster - Wired.co.uk', '2020 Tesla Roadster, 2019 Corvette ZR1, 2018 Lexus LC 500: The ... - Motor Authority', 'Elon Musk unveils new Tesla Semi electric truck – video - The Guardian', 'tesla roadster electric supercar races to a top speed over 250 mph - Designboom', ""Assessing Tesla's Real Cash Flow (NASDAQ:TSLA) - Seeking Alpha"", 'Tesla Reveals Roadster That Goes 0-60 in 1.9 Seconds - Bloomberg', 'Pod Rods: the hottest Corvette is revealed; two Teslas; and ""Big ... - The Florida Times-Union', 'Fisker Aims To Unleash The Potential Of Solid-State Batteries, & Stun With EMotion - CleanTechnica', 'Meijer has a free fix if you bought gas contaminated with diesel fuel - Detroit Free Press', 'The Big Bang Theory recap: Are you Tesla or Edison? - Hidden Remote']"
2017-11-18,"['After the Elon Musk show, Tesla questions linger - USA TODAY', 'Sneak peek at Tesla Semi’s four Model 3 electric motors and gearbox - TESLARATI', ""Tesla's $250 Million Interest Free Loan - Forbes"", 'Tesla made a phone battery pack that mimics Supercharger monuments - Engadget', 'Tesla new Roadster: Pictures, details - Business Insider', ""Asos overtakes M&S – is this the UK high street's Tesla moment? - The Guardian"", ""Look: Tesla's Elon Musk meets Dubai's RTA chief Mattar Al Tayer - Gulf News""]"
2017-11-19,"['This ex-trucker has some questions about the Tesla Semi - Autoblog', 'Did Tesla just tease its pickup truck? - Motor Authority', 'First Tesla Semi Interior Video Shows the Life of a 2020 Trucker - autoevolution', ""Sorry Ferrari, but Tesla's New $250000 Roadster Just Changed the ... - TheStreet"", 'If GM Is Serious, It Will Still Take About 16 Years To Catch Up To Tesla - CleanTechnica', 'Tesla Now Launches A $45 Power bank That Uses The Same Power Cell As A Model S And X - Wccftech', 'New Tesla Roadster will reach 100kmph by the time you finish reading this headline - Overdrive']"
2017-11-20,"['Tesla Roadster might fly - CNN.com', 'Tesla Presents Electric Truck, Updated Sports Car - VOA Learning English', ""Tesla's Next-Gen Roadster: A (speculative) technical look at the car ... - Electrek"", ""Tesla has dropped more than 20 percent from September's all-time ... - CNBC"", 'Tesla Roadster to get even quicker with special option package - ETAuto', 'Could Volvo be the biggest threat to Tesla? - Autoweek', ""Tesla's Desktop Supercharger is the desk charger your phone ... - Android Central"", 'Tesla Model 3: 2018 Motor Trend Car of the Year Finalist - MotorTrend', 'Tesla bites back as competitors try to dominate electric vehicle market - Blasting News United Kingdom', ""Tesla's New 40-Stall Superchargers Enable Greater Circulation of EVs - The Green Optimistic"", 'The Big Bang Theory season 11 episode 8 review: The Tesla Recoil - Den of Geek', 'Ford Unveils New PHEV For Police & Government Fleets - CleanTechnica']"
2017-11-21,"['Could Tesla Power Its Electric Truck With Solar Panels? - WIRED', 'Commentary: A New Electric Truck? Tesla Should Stick to Cars. - Fortune', 'Can Tesla Make Electric Work for Trucking? - Transport Topics', ""Tesla, Inc.'s Timeline for Model 3 Production -- What You Need to ... - The Motley Fool"", 'Tesla losing more than Rs five lakh every minute amid Model 3 woes - The Financial Express', 'Tesla Powerbank Portable Charger Can Be Yours For $45 - autoevolution', 'How Tesla and Elon Musk became household names - CNBC', 'Hilton, Tesla Extend Charging Station Program - TheStreet', 'Bob Lutz: Tesla is “going out of business” - Motor Authority', 'Fancy the New Tesla Roadster? Learn How to Clear the Biggest ... - autoevolution', 'Tesla is Burning Cash At The Rate Of $8000 A Minute - Could Run ... - AutoSpies.com', 'Genius Trolling: Tesla Roadster vs. Toyota Previa Leaves Bugatti ... - autoevolution', 'Adorable Tesla phone charger is perfect for your desk - Mashable', 'Tesla Semi: UK truckers “don’t care about performance” - Autocar', ""Crítica 'The Big Bang Theory' 11x08: ¿Eres un Edison o un Tesla? - ZonaRed""]"
2017-11-22,"[""Tesla releases 'expected price' of semi electric truck: $150000 to ... - Electrek"", 'New Tesla Roadster Acceleration - How Tesla Roadster Does 0-60 ... - Road & Track', 'Report: Tesla has Spent $480,000 Every Hour for the Last Year - MotorTrend', 'Here Are Perfect Gifts for the Tesla Fanatic in Your Life - AutoGuide', 'Tesla Model 3 Single-Motor 0-60 MPH Time Is Better Than the ... - autoevolution', ""Tesla's new Chicago Gold Coast showroom - Crain's Chicago Business"", 'Concept Video Of Tesla Phone Appears Showcasing Full-view ... - gizmochina', 'Oliver’s continues rollout of Tesla charging stations in restaurant car parks - Stockhead', 'Freedom to launch iPhone 8, iPhone 8 Plus and iPhone X on ... - MobileSyrup', 'Tesla Supercharger in Ottawa Opens with 8 Stalls at CF Rideau ... - iPhone in Canada']"
2017-11-23,"[""Elon Musk has finished building the world's biggest battery in less ... - The Verge"", 'Tesla’s Semi already making waves at LA, Long Beach port complex — 2 years before its release - Daily Breeze', ""Tesla's all-electric semi truck will start at $150000 - CNET"", ""Norway puts brakes on plans for 'Tesla tax' - The Local Norway"", 'A Tesla Too Pricey? E-Bikes Offer Entry-Level Electric ... - The New York Times', 'The Boring Company files permit to extend tunnel project in Los Angeles - TESLARATI', 'Internet Takes Aim at Tesla Fanboys With Hilarious Roadster Memes - AutoGuide', 'Tesla Should Consider Building This Car Powered By A Giant ... - Gizmodo Australia', '6 of 10 Big Electric Car Companies Are in China - CleanTechnica', 'Tesla Semi Reservations in Canada Go Live, Range from $26000 to ... - iPhone in Canada']"
2017-11-24,"[""The Tesla electric truck's sticker price lands under $200K - CCJ"", 'Tesla Semi has a base price of $150k, limited Founders Series at $200k - TESLARATI', ""Tesla's Newest Promises Break the Laws of Batteries - Bloomberg"", 'Electrek Podcast: Tesla Semi and Roadster, Model 3 orders, Nikola ... - Electrek', 'Tesla revolutionary electric semi-truck half the price experts ... - Next Big Future', 'Tesla’s Semi-Truck Looks Mighty Fast While Accelerating - CarScoops', 'Tesla And Ford Need Each Other (NYSE:F) - Seeking Alpha', ""Tesla Model 3 Owner's Manual Is Worth The Read - autoevolution"", 'Watch A Tesla Model 3 Expertly Parallel Self-Park - CarScoops', 'Top 5 Electric Sports Car Alternatives to the Tesla Roadster - AutoGuide', 'All electric UTV from Nikola Motor is a beast with more energy ... - Inhabitat', 'Tesla Model X Preheating in the Winter Puts Huge Crack in That Big ... - autoevolution', '360-Degree Tesla Model 3 Test Drive Shows Cramped Backseat ... - autoevolution', 'Taiwan supercar, the Miss R, taunts Tesla - Taiwan News', ""Here are Sony's Black Friday deals - GSMArena.com""]"
2017-11-25,"['At $180,000, Tesla’s Semi Could Be a Game-Changer for Trucking - Fortune', ""Tesla's Electric Semi Priced at $150,000, With Long-Range Version ... - Futurism"", ""Tesla Roadster's 1.9-Second 0-60 Acceleration Poses One Big First ... - autoevolution"", 'Tesla Roadster 1 Kicked Off EV Revolution, Tesla Roadster 2 Helps To Close It Out - CleanTechnica', '2019 Aston Martin Vantage, 2019 Lincoln MKC, Tesla pickup truck ... - Motor Authority', ""Congo's child labor spurs demand from Apple, Tesla for ethically produced cobalt - CBS News"", 'A space-age exploration of the Surrey Hills in a Tesla Model X - The Telegraph', 'Two new electric cars from Mahindra in India by 2019; Global Tesla rival e-car soon - The Financial Express', 'World’s fastest electric cars - The stunning crop of supercar crushing electric vehicles - Express', 'First Tesla Roadster Unofficial Configurator Allows You to Sample ... - autoevolution']"
2017-11-26,"[""Tesla's newest promises break battery laws. Here are 4 that confuse ... - The Australian Financial Review"", ""Tesla Model 3 owner's manual a bible for touchscreen gurus - Autoblog"", ""Croatian Capital Puts Tesla's Mind in Perspective - Balkan Insight"", 'The ""Tesla-Killer"" Claims Are Back, This Time Aimed at the ... - autoevolution', 'Why BMW recalls every i3 and issues stop-sale order unsold EVs - Torque News', '‘Killer Tesla and Rolls Royce’ ecstasy tablets being sold to British teens on the dark web... - The Sun']"
2017-11-27,"['Tesla Fulfilled Its 100-Day Australia Battery Bet. What’s That Mean for the Industry? - Greentech Media News', ""The first Tesla Roadster: A look back at the early adopter's electric car - Autoweek"", 'Tesla’s Newest Promises Break the Laws of Batteries - Transport Topics', 'Tesla Semi Expected to Start at $150,000 - MotorTrend', 'Tesla truck will need power of 4,000 homes to recharge, says study - Financial Times', 'Tesla releases Tesla Semi truck pricing details - Mashable', 'Electric-car start-up Lucid Motors moves to bigger headquarters in ... - CNBC', ""Here's What We Learned From the Tesla Model 3 Owner's Manual - MotorTrend"", 'Exclusive: Tesla Model 3 Long Range First Test - MotorTrend', 'Rimac’s Next Hypercar To Tackle Tesla Roadster - CarScoops', 'Tesla Model X P100D Street Races 800 HP Lamborghini Huracan ... - autoevolution', 'Hawaii Twin Accused of Killing Sister Seeks Dismissal of Charges - PEOPLE', 'Mahindra To Introduce Two New Electric Cars In India By 2019; Tesla Rival In The Works - DriveSpark', ""Tocadiscos 'vintage' The+Record Player - ALTERNATIVAS NEWS - ALTERNATIVAS NEWS""]"
